Series Name,Series Code,Country Name,Country Code,2003 [YR2003],2004 [YR2004],2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020],2021 [YR2021],2022 [YR2022]
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bahrain,BHR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bangladesh,BGD,40.6642608642578,40.5999984741211,44.2299995422363,50.5251007080078,46.5,54.7355155944824,57.56884765625,55.2599983215332,59.5999984741211,66.1555709838867,61.5,62.4000015258789,74.9037399291992,75.9199981689453,88,91.8000030517578,92.1999969482422,96.1999969482422,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Barbados,BRB,100,99.9967422485352,99.9804534912109,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Belgium,BEL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Belize,BLZ,81.8566360473633,82.6809768676758,83.5047760009766,90.9885330200195,85.1606369018555,85.9980621337891,86.8454284667969,89.9172210693359,91.6817321777344,90.9959182739258,91.1861038208008,91.3642578125,91.8000030517578,93.2223129272461,94.1890106201172,91.7200012207031,92.7200012207031,97.1133346557617,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Benin,BEN,24.3493232727051,25.2798328399658,26.2098045349121,27.8999996185303,28.0780162811279,29.021614074707,29.9751510620117,34.2000007629395,36.9000015258789,38.4000015258789,34.691219329834,34.0999984741211,29.6200008392334,37.0952453613281,34.5,39.2469177246094,40.3286895751953,41.4109573364258,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bolivia,BOL,72.3000030517578,75.9453048706055,68.2882080078125,76.2112808227539,80.1565704345703,84.6749877929688,86.7655944824219,87.8863143920898,88.3359451293945,90.3873748779297,89.5056838989258,90.0387268066406,91.522819519043,91.8000030517578,91.8000030517578,92.8000030517578,95.0800018310547,97.5541229248047,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Brazil,BRA,96.980094909668,96.7651062011719,97.0935134887695,97.5943145751953,98.1253814697266,98.5266265869141,98.8569412231445,98.5999984741211,99.3286895751953,99.5194931030273,99.5751495361328,99.6502456665039,99.7108993530273,99.6999969482422,99.8000030517578,99.6999969482422,99.8000030517578,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Bulgaria,BGR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,99.6999969482422,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Belarus,BLR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cayman Islands,CYM,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Channel Islands,CHI,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cabo Verde,CPV,63.619499206543,65.3429870605469,67,68.7907562255859,70.5201034545898,72.2566757202148,74.0031890869141,81.0999984741211,82.3562469482422,83.3587646484375,84.3393478393555,85.3079071044922,86.3578414916992,87.5449295043945,88.6909637451172,90.411750793457,91.4000015258789,94.1617431640625,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cameroon,CMR,45.1230125427246,47.0999984741211,47.2819328308105,49,48.2000007629395,50.5413970947266,51.6441535949707,52.7595558166504,53.7000007629395,55.0391540527344,56.2078132629395,56.7999992370605,58.5955924987793,59.8087768554688,61.0308647155762,62.2000007629395,63.4898796081543,64.7213668823242,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Canada,CAN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Chile,CHL,98.7823257446289,97.606086730957,97.7653121948242,99.3681106567383,98.0920181274414,98.2648696899414,99.5936584472656,99.5383911132813,99.5881958007813,100,99.5999984741211,100,99.71484375,100,99.6999969482422,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,China,CHN,97.7543792724609,97.9896697998047,98.2244262695313,98.461051940918,98.7022018432617,98.9505767822266,99.2089004516602,99.6999969482422,99.8487243652344,99.9619293212891,99.9964447021484,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Colombia,COL,95.1293487548828,95.3503112792969,96.8000030517578,95.7930297851563,96.0198440551758,96.8067626953125,96.0572280883789,96.7889938354492,96.693603515625,97.0321731567383,97.7794189453125,97.7909393310547,98.186897277832,98.4000015258789,98.5,98.5,99.7559204101563,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Comoros,COM,46.6048812866211,48.8924865722656,51.1795539855957,53.4684944152832,55.7619552612305,58.0626487731934,60.3732833862305,69.8077087402344,69.4258041381836,69.3000030517578,69.7684478759766,72.1627960205078,74.5719833374023,76.9930419921875,79.4230041503906,81.8589096069336,84.2977752685547,86.7371368408203,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Costa Rica,CRI,98.6958999633789,98.9547805786133,99.0530548095703,99.1475219726563,99.2179946899414,99.2639389038086,99.4098052978516,98.995735168457,99.2323455810547,99.5032958984375,99.5635147094727,99.3592910766602,99.4098052978516,99.5,99.5999984741211,99.6999969482422,99.7099990844727,99.9000015258789,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Central African Republic,CAF,6.61282014846802,7.04570055007935,7.4780445098877,7.80516910552979,8.35099792480469,7.48000001907349,9.25287532806396,9.80000019073486,10.2466478347778,10.8688611984253,11.4691410064697,12.0573968887329,12.727029800415,13.5338163375854,14.2995414733887,14.8423757553101,14.3000001907349,15.4650840759277,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Croatia,HRV,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cuba,CUB,96.5130310058594,96.6509094238281,96.7882537841797,96.9274749755859,97.0712127685547,97.2221832275391,97.3830947875977,97.5566482543945,97.7455673217773,97.9525527954102,98.1793670654297,98.4239883422852,98.6834564208984,98.9547882080078,99.2350311279297,99.5212097167969,99.8000030517578,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Curacao,CUW,100,100,100,100,99.9974060058594,99.9841156005859,99.9549026489258,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Cyprus,CYP,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Congo, Dem. Rep.",COD,8.51208972930908,9.10544872283936,6,10.2929649353027,15.1999998092651,11.4986276626587,12.1150150299072,12.7440509796143,13.3884449005127,15.3999996185303,14.7332000732422,13.5,16.1482429504395,17.0418376922607,17.9165096282959,18.5682907104492,19.1000003814697,19.1000003814697,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Congo, Rep.",COG,31.9903373718262,32.9482078552246,33.7999992370605,34.86474609375,35.8284721374512,36.799430847168,37.0999984741211,39.7886199951172,40.7216911315918,41.5999984741211,42.5439720153809,43.4321212768555,44.4016494750977,45.5083274841309,46.5739479064941,47.416675567627,48.4074745178223,49.5171012878418,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Denmark,DNK,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominica,DMA,84.9136199951172,86.2253112792969,87.5364761352539,88.8495101928711,90.1670608520508,90.9000015258789,92.8265686035156,94.173942565918,95.5366744995117,96.91748046875,98.3181076049805,99.7365493774414,99.8290176391602,99.9835357666016,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Dominican Republic,DOM,89.1738052368164,90.3165664672852,90.141227722168,90.1181488037109,96.8763427734375,97.5761947631836,97.8577575683594,98.1454162597656,97.8988723754883,97.8670501708984,98.385856628418,98.4709777832031,98.5603637695313,98.9000015258789,100,98.9000015258789,99,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ecuador,ECU,94.9730453491211,94.8655700683594,95.832649230957,96.3152618408203,96.812614440918,97.2065734863281,96.4708633422852,97.4621429443359,96.8726959228516,97.1949310302734,98.0346755981445,98.9760665893555,98.8258819580078,98.6999969482422,99.1999969482422,98.6999969482422,99.0899963378906,98.8499984741211,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,El Salvador,SLV,86.9611511230469,87.357048034668,87.5258407592773,89.2014694213867,91.1095581054688,91.0002288818359,91.0840225219727,91.5802383422852,92.5746841430664,93.6805725097656,95.0431060791016,95.1254196166992,95.4000015258789,96,96.8000030517578,97,97.3600006103516,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Equatorial Guinea,GNQ,65.5740432739258,65.5699691772461,65.5653533935547,65.562614440918,65.5643920898438,65.5734100341797,65.5923614501953,66.1572647094727,66.0999984741211,65.7359466552734,65.8208084106445,65.923469543457,66.0409774780273,66.1703567504883,66.3086395263672,66.4528579711914,66.6000442504883,66.7477264404297,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Estonia,EST,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Eswatini,SWZ,28.6060962677002,31.4006366729736,34.1946411132813,35.2000007629395,39.7909126281738,42.5985412597656,38.5999984741211,45.5523376464844,51.148006439209,54.3662261962891,57.5625152587891,65,64.0124130249023,63.4300003051758,73.5,73.9157791137695,76.8694381713867,79.7304992675781,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Egypt, Arab Rep.",EGY,98.8000030517578,97.9070281982422,99.4000015258789,99.0400009155273,98.4656295776367,99.8000030517578,98.8697128295898,99.3945541381836,99.4521636962891,99.6999969482422,99.8503875732422,99.8000030517578,99.3000030517578,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Faroe Islands,FRO,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Finland,FIN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,France,FRA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greenland,GRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Gambia, The",GMB,27.7999992370605,34.7993011474609,30.4562683105469,38.0789451599121,39.7242279052734,41.3767395019531,43.039192199707,46.6552772521973,48.2470855712891,49.8279304504395,51.5,52.9337272644043,54.5619888305664,56.3274078369141,56.2000007629395,60.2999992370605,62.0999984741211,62.2730674743652,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea,GIN,18.9842319488525,20.2546520233154,20.2000007629395,22.7962913513184,24.0725688934326,25.3560771942139,26.6495265960693,27.955623626709,29.2770805358887,26.2000007629395,31.9759578704834,33.3531188964844,34.7451210021973,33.5,35.4000015258789,45,42.2000007629395,44.6686782836914,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guinea-Bissau,GNB,2.59146237373352,3.92633271217346,5.26066637039185,14.5361995697021,7.93760061264038,9.28555965423584,4.69999980926514,6,13.3999118804932,14.8038854598999,16.227689743042,17.2000007629395,20.0531539916992,22.9687919616699,26,28.4950561523438,30.9615573883057,33.3354682922363,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ghana,GHA,48.2999992370605,50.8858299255371,41.25,55.093448638916,56.9297943115234,60.5,60.990779876709,64.1999969482422,64.0625610351563,56.5099983215332,70.6999969482422,78.3000030517578,74.0788421630859,79.3000030517578,79,80.4000015258789,83.5,85.8735504150391,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Gibraltar,GIB,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Greece,GRC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guatemala,GTM,78.51220703125,77.2282409667969,78.3892059326172,83.7309951782227,80.7194061279297,81.8939971923828,83.0785293579102,84.2757110595703,84.0264129638672,86.7188568115234,87.9692916870117,85.4943695068359,90.520622253418,91.8155822753906,93.3000030517578,94.4292373657227,95.7420043945313,97.0552673339844,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Guyana,GUY,76.2472534179688,76.8150100708008,77.5,73.3825912475586,78.5249252319336,79.1057662963867,77.5999984741211,83.0916290283203,84.0845413208008,85.0664825439453,86.0264892578125,86.9000015258789,88.0038375854492,89.1703567504883,90.2958145141602,91.1983795166016,91.9157562255859,92.5405426025391,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Germany,DEU,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Hong Kong SAR, China",HKG,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Haiti,HTI,31.6000003814697,34.1108131408691,34.588005065918,33.9000015258789,35.550651550293,36.0414657592773,36.5422210693359,37.0556221008301,37.5843849182129,37.9000015258789,38.6978759765625,39.496410369873,40.8362846374512,40.4000015258789,43.7492713928223,44.962345123291,45.990234375,46.9255332946777,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Honduras,HND,65.090461730957,67.113525390625,68.9033126831055,71.2664489746094,73.5481872558594,76.3968963623047,78.2696838378906,80.9846649169922,82.1952972412109,83.6077270507813,87.1848831176758,88.6537704467773,89.9817123413086,91.5999984741211,86.5,91.5999984741211,91.0999984741211,93.2067108154297,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Hungary,HUN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Iceland,ISL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Ireland,IRL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Israel,ISR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,India,IND,64.0474853515625,64.4000015258789,67.5798110961914,67.9000015258789,71.1198654174805,72.8993835449219,75,76.3000030517578,67.5999984741211,79.9000015258789,81.9993286132813,83.8724975585938,88,89.2177963256836,92.1249465942383,95.6999969482422,97.3082656860352,99,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Indonesia,IDN,87.9400024414063,89.0100021362305,85.0383224487305,90.620002746582,91.0999984741211,92.7300033569336,93.5500030517578,94.1500015258789,94.8300018310547,96,96.4642562866211,97.0100021362305,97.5373687744141,97.620002746582,98.1399993896484,98.5100021362305,98.8499984741211,96.9499969482422,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Iran, Islamic Rep.",IRN,98.3320236206055,98.4278793334961,98.523193359375,98.4000015258789,98.7220993041992,98.8310470581055,99.7099990844727,99.4910430908203,99.5726470947266,99.6432800292969,99.8300018310547,100,99.9599990844727,99.9499969482422,99.9400024414063,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Isle of Man,IMN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Italy,ITA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Japan,JPN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Jordan,JOR,99.0452499389648,99.1734390258789,99.1008911132813,100,98.8000030517578,100,99.4000015258789,100,99.6515655517578,99.5,99.7014389038086,99.7484970092773,99.8981704711914,99.9588241577148,100,99.9000015258789,100,99.9000015258789,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kyrgyz Republic,KGZ,99.5021209716797,99.4571838378906,99.4423065185547,98.8899993896484,99.5400009155273,99.5100021362305,99.5,99,98.3199996948242,99.8000030517578,98.9300003051758,99.8000030517578,98.6900024414063,99.7099990844727,100,100,99.8742370605469,99.9810485839844,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Korea, Dem. People's Rep.",PRK,..,..,..,..,..,..,26,29.2511825561523,31.4920024871826,33.7508888244629,36.0296058654785,38.3261299133301,40.6374969482422,42.9607353210449,45.2928771972656,47.6309547424316,49.9720001220703,52.3135452270508,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Korea, Rep.",KOR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Kenya,KEN,16,22.7027149200439,24.5883865356445,26.4759292602539,28.3679943084717,30.2672901153564,23,19.2000007629395,36.0356559753418,37.990966796875,39.9661064147949,36,41.5999984741211,53.0999984741211,55.9764099121094,61.2845726013184,69.6999969482422,71.4379425048828,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Latvia,LVA,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Liberia,LBR,..,..,..,..,3,1.27928960323334,1.89999997615814,5.16266441345215,4.09999990463257,9.10747241973877,9.80000019073486,9.39999961853027,15.161735534668,17.7000007629395,24.2000007629395,22.8791332244873,23.1000003814697,27.5347099304199,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Luxembourg,LUX,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Marshall Islands,MHL,72.9166259765625,74.3872756958008,75.8573837280273,77.3293685913086,72.3000030517578,80.2896118164063,81.7832794189453,89.23388671875,89.9196090698242,90.5608062744141,91.1968536376953,91.8208770751953,92.5262756347656,93.3688278198242,94.2973480224609,95.9162902832031,97.538200378418,99.1606063842773,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,"Macao SAR, China",MAC,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malaysia,MYS,99.1486587524414,99.154655456543,99.1601104736328,99.1674346923828,99.1792831420898,99.1983642578125,99.3000030517578,99.3740539550781,99.4654693603516,99.8000030517578,99.6044464111328,99.6509399414063,99.7788162231445,99.9000015258789,99.9524841308594,99.9922409057617,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Malta,MLT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mauritania,MRT,22.8727340698242,24.2393646240234,18.2000007629395,26.9734230041504,33.0405387878418,30,31.1152858734131,33.9595146179199,35.1663208007813,36.3621597290039,37.5360641479492,38.7999992370605,39.5,41.3216171264648,42.9000015258789,44.3121376037598,45.8300323486328,47.3484191894531,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Mexico,MEX,97.4008560180664,98.5977020263672,98.932731628418,99.1141586303711,97.9105682373047,98.9140396118164,98.1982116699219,99.2366943359375,99.0281524658203,99.1116333007813,99.1476974487305,99.1729278564453,99,99.5,100,99.5,99.5999984741211,99.4000015258789,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Montenegro,MNE,100,100,99.8302230834961,100,100,100,100,100,99,100,99.6999969482422,97.6999969482422,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Netherlands,NLD,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Zealand,NZL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Northern Mariana Islands,MNP,99.9618988037109,99.9228057861328,99.8775787353516,99.8331909179688,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Namibia,NAM,37.8788528442383,38.8293418884277,39.779296875,40.7311248779297,43.7000007629395,42.651050567627,44.0999984741211,44.6107368469238,42.2999992370605,46.6318588256836,47.4000015258789,48.728515625,51.5999984741211,49.7000007629395,52.5,54.0028953552246,55.1770896911621,56.2586936950684,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,New Caledonia,NCL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nicaragua,NIC,74.3876266479492,74.9140777587891,73.8218154907227,75.9677734375,76.5000762939453,77.0396118164063,77.9163131713867,78.1512145996094,78.7286987304688,79.63916015625,80.8234405517578,81.8530731201172,83.2493286132813,84.6401138305664,85.9898376464844,87.1166763305664,88.0583267211914,88.9073791503906,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Nigeria,NGA,52.2000007629395,46.122200012207,46.8651695251465,47.6100158691406,50.1309204101563,50.2999992370605,49.8825073242188,48,55.9000015258789,53.2312431335449,55.5999984741211,54.0482292175293,52.5,59.2999992370605,54.4000015258789,56.5,55.4000015258789,55.4000015258789,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Norway,NOR,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Oman,OMN,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Poland,POL,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Papua New Guinea,PNG,14.4721202850342,16.7615833282471,19.0505123138428,12.3999996185303,23.6366329193115,25.9391860961914,17.2000007629395,19.5,32.9173202514648,35.2758865356445,37.6542854309082,40.0504913330078,42.8782196044922,49.4000015258789,54.4000015258789,55.7273864746094,59.6629753112793,60.4000015258789,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Panama,PAN,87.8000030517578,83.6769027709961,84.4129104614258,85.1507949829102,85.893196105957,86.6428375244141,87.4024124145508,86.8499984741211,88.9622192382813,89.7678680419922,89.0999984741211,91.436637878418,92.2947692871094,93.1647720336914,93.6999969482422,94.9285202026367,95.8163299560547,96.7046356201172,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Paraguay,PRY,92.5583953857422,93.2498779296875,94.6868896484375,96.7490463256836,96.4527740478516,96.6778945922852,96.8913345336914,97.4308624267578,98.2365570068359,97.8356170654297,99.0158843994141,99.0007171630859,99.3315353393555,98.4000015258789,99.3000030517578,99.5999984741211,99.6999969482422,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Peru,PER,74.3809661865234,75.6923599243164,77.1736450195313,80.1572723388672,81.9881286621094,84.6783447265625,86.42431640625,88.1230621337891,89.7074890136719,91.0995101928711,92.135368347168,92.9199905395508,93.852180480957,94.1999969482422,94.8000030517578,95.1999969482422,95.5513610839844,99.3118133544922,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Philippines,PHL,76.5999984741211,87.5999984741211,79.9156188964844,80.1800003051758,82.0139083862305,83.3000030517578,84.3000030517578,85.3976440429688,87.1999969482422,87.0800018310547,87.5,89.7203674316406,89.0800018310547,92.0665054321289,93,94.4482650756836,95.6450805664063,96.8423843383789,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Portugal,PRT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Qatar,QAT,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Rwanda,RWA,7.2881646156311,8.64058494567871,4.80000019073486,11.3462257385254,12.7045030593872,6,15.4454612731934,9.69999980926514,10.8000001907349,17.5,15.1999998092651,19.7999992370605,22.7999992370605,29.3700008392334,34.0999984741211,36.9681510925293,40.3686065673828,46.5999984741211,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Romania,ROU,100,100,100,100,100,100,100,100,100,100,100,100,100,99.0999984741211,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Russian Federation,RUS,100,100,100,100,100,100,100,100,100,100,100,100,95.5,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Sao Tome and Principe,STP,53.6780776977539,54.7660217285156,55.8534355163574,56.9427185058594,58.0365219116211,59.1375579833984,56.9000015258789,61.3721580505371,62.5111427307129,57.9000015258789,64.8450775146484,68.5999984741211,67.2492980957031,69.3205184936523,74.2699966430664,71,74.9672012329102,76.5590896606445,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Solomon Islands,SLB,13.3712463378906,16.3137474060059,19.2557106018066,14.3999996185303,12.8999996185303,28.1034965515137,21.2000007629395,34.7748069763184,38.6799926757813,42.5742111206055,44.7000007629395,50.3067588806152,55.0999984741211,58.3271942138672,62.9000015258789,66.1797637939453,69.8094177246094,73.3464813232422,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Kitts and Nevis,KNA,96.0549850463867,96.3038940429688,96.5522689819336,96.8025207519531,97.0572891235352,97.3192901611328,97.5912246704102,99.843391418457,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,St. Vincent and the Grenadines,VCT,83.7522735595703,85.0335311889648,86.3142623901367,87.5968551635742,88.7900009155273,90.1783294677734,91.4826202392578,92.799560546875,94.1318588256836,95.4822235107422,96.8524169921875,98.2404251098633,99.6432723999023,99.8008422851563,99.9777069091797,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Switzerland,CHE,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,South Africa,ZAF,78.8000030517578,80.9000015258789,80.8000030517578,80.6999969482422,82,81.9000015258789,82.5999984741211,82.9000015258789,83.5999984741211,85.3000030517578,85.1999969482422,85.9000015258789,85.3000030517578,83.9000015258789,84.4000015258789,84.6999969482422,85,84.3855361938477,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Slovak Republic,SVK,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,100,..,..
Access to electricity (% of population),EG.ELC.ACCS.ZS,Syrian Arab Republic,SYR,92.6683578491211,92.3877105712891,92.1065292358398,99.5057601928711,91.5524215698242,91.2848663330078,91.0272445678711,92.6999969482422,91.5147247314453,90.7931900024414,90.1493988037109,89.9754943847656,89.8164291381836,89.6692352294922,89.5309448242188,86,89.2692108154297,89.1403198242188,..,..
